TERMS AND CONDITIONS
https://www.bankofcanada.ca/terms/

SERIES
name,label,description,link
IEXE0102,"USD_CLOSE","U.S. dollar (close)",https://www.bankofcanada.ca/valet/series/IEXE0102
IEXE0103,"USD_HIGH","U.S. dollar (high)",https://www.bankofcanada.ca/valet/series/IEXE0103
IEXE0104,"USD_LOW","U.S. dollar (low)",https://www.bankofcanada.ca/valet/series/IEXE0104
IEXE0106,"USD_CLOSE_90_DAY","U.S. dollar closing,90-day",https://www.bankofcanada.ca/valet/series/IEXE0106
EUROCAE01.CL,"EUR_CLOSE","European Euro (close)",https://www.bankofcanada.ca/valet/series/EUROCAE01.CL
IEXE0301.CL,"DKK_CLOSE","Danish krone (close)",https://www.bankofcanada.ca/valet/series/IEXE0301.CL
IEXE0701.CL,"JPY_CLOSE","Japanese yen (close)",https://www.bankofcanada.ca/valet/series/IEXE0701.CL
IEXE0901.CL,"NOK_CLOSE","Norwegian krone (close)",https://www.bankofcanada.ca/valet/series/IEXE0901.CL
IEXE1101.CL,"CHF_CLOSE","Swiss franc (close)",https://www.bankofcanada.ca/valet/series/IEXE1101.CL
IEXE1201.CL,"GBP_CLOSE","U.K. pound sterling (close)",https://www.bankofcanada.ca/valet/series/IEXE1201.CL
IEXE1401.CL,"HKD_CLOSE","Hong Kong dollar (close)",https://www.bankofcanada.ca/valet/series/IEXE1401.CL
IEXE1601.CL,"AUD_CLOSE","Australian dollar (close)",https://www.bankofcanada.ca/valet/series/IEXE1601.CL
IEXE1901.CL,"NZD_CLOSE","New Zealand dollar (close)",https://www.bankofcanada.ca/valet/series/IEXE1901.CL
IEXE2001.CL,"MXN_CLOSE","Mexican peso (close)",https://www.bankofcanada.ca/valet/series/IEXE2001.CL
IEXE1001.CL,"SEK_CLOSE","Swedish krona (close)",https://www.bankofcanada.ca/valet/series/IEXE1001.CL
IEXE0101,"USD_NOON","U.S. dollar (noon)",https://www.bankofcanada.ca/valet/series/IEXE0101
IEXE2703,"ARS_NOON","Argentine peso",https://www.bankofcanada.ca/valet/series/IEXE2703
IEXE1601,"AUD_NOON","Australian dollar",https://www.bankofcanada.ca/valet/series/IEXE1601
IEXE6001,"BSD_NOON","Bahamian dollar",https://www.bankofcanada.ca/valet/series/IEXE6001
IEXE2801,"BRL_NOON","Brazilian real",https://www.bankofcanada.ca/valet/series/IEXE2801
IEXE4501,"XAF_NOON","CFA franc",https://www.bankofcanada.ca/valet/series/IEXE4501
IEXE4601,"XPF_NOON","CFP franc",https://www.bankofcanada.ca/valet/series/IEXE4601
IEXE2901,"CLP_NOON","Chilean peso",https://www.bankofcanada.ca/valet/series/IEXE2901
IEXE2201,"CNY_NOON","Chinese renminbi",https://www.bankofcanada.ca/valet/series/IEXE2201
IEXE3901,"COP_NOON","Colombian peso",https://www.bankofcanada.ca/valet/series/IEXE3901
IEXE6101,"HRK_NOON","Croatian kuna",https://www.bankofcanada.ca/valet/series/IEXE6101
IEXE2301,"CZK_NOON","Czech Republic koruna",https://www.bankofcanada.ca/valet/series/IEXE2301
IEXE0301,"DKK_NOON","Danish krone",https://www.bankofcanada.ca/valet/series/IEXE0301
IEXE4001,"XCD_NOON","East Caribbean dollar",https://www.bankofcanada.ca/valet/series/IEXE4001
EUROCAE01,"EUR_NOON","European Euro",https://www.bankofcanada.ca/valet/series/EUROCAE01
IEXE4101,"FJD_NOON","Fiji dollar",https://www.bankofcanada.ca/valet/series/IEXE4101
IEXE4702,"GHS_NOON","Ghanaian cedi",https://www.bankofcanada.ca/valet/series/IEXE4702
IEXE6501,"GTQ_NOON","Guatemalan quetzal",https://www.bankofcanada.ca/valet/series/IEXE6501
IEXE4301,"HNL_NOON","Honduran lempira",https://www.bankofcanada.ca/valet/series/IEXE4301
IEXE1401,"HKD_NOON","Hong Kong dollar",https://www.bankofcanada.ca/valet/series/IEXE1401
IEXE2501,"HUF_NOON","Hungarian forint",https://www.bankofcanada.ca/valet/series/IEXE2501
IEXE4401,"ISK_NOON","Icelandic krona",https://www.bankofcanada.ca/valet/series/IEXE4401
IEXE3001,"INR_NOON","Indian rupee",https://www.bankofcanada.ca/valet/series/IEXE3001
IEXE2601,"IDR_NOON","Indonesian rupiah",https://www.bankofcanada.ca/valet/series/IEXE2601
IEXE5301,"ILS_NOON","Israeli new shekel",https://www.bankofcanada.ca/valet/series/IEXE5301
IEXE6401,"JMD_NOON","Jamaican dollar",https://www.bankofcanada.ca/valet/series/IEXE6401
IEXE0701,"JPY_NOON","Japanese yen",https://www.bankofcanada.ca/valet/series/IEXE0701
IEXE3201,"MYR_NOON","Malaysian ringgit",https://www.bankofcanada.ca/valet/series/IEXE3201
IEXE2001,"MXN_NOON","Mexican peso",https://www.bankofcanada.ca/valet/series/IEXE2001
IEXE4801,"MAD_NOON","Moroccan dirham",https://www.bankofcanada.ca/valet/series/IEXE4801
IEXE3802,"MMK_NOON","Myanmar (Burma) kyat",https://www.bankofcanada.ca/valet/series/IEXE3802
IEXE4901,"ANG_NOON","Neth. Antilles guilder",https://www.bankofcanada.ca/valet/series/IEXE4901
IEXE1901,"NZD_NOON","New Zealand dollar",https://www.bankofcanada.ca/valet/series/IEXE1901
IEXE0901,"NOK_NOON","Norwegian krone",https://www.bankofcanada.ca/valet/series/IEXE0901
IEXE5001,"PKR_NOON","Pakistan rupee",https://www.bankofcanada.ca/valet/series/IEXE5001
IEXE5101,"PAB_NOON","Panamanian balboa",https://www.bankofcanada.ca/valet/series/IEXE5101
IEXE5201,"PEN_NOON","Peruvian new sol",https://www.bankofcanada.ca/valet/series/IEXE5201
IEXE3301,"PHP_NOON","Philippine peso",https://www.bankofcanada.ca/valet/series/IEXE3301
IEXE2401,"PLN_NOON","Polish zloty",https://www.bankofcanada.ca/valet/series/IEXE2401
IEXE6505,"RON_NOON","Romanian new leu",https://www.bankofcanada.ca/valet/series/IEXE6505
IEXE2101,"RUB_NOON","Russian ruble",https://www.bankofcanada.ca/valet/series/IEXE2101
IEXE6504,"RSD_NOON","Serbian dinar",https://www.bankofcanada.ca/valet/series/IEXE6504
IEXE3701,"SGD_NOON","Singapore dollar",https://www.bankofcanada.ca/valet/series/IEXE3701
IEXE3401,"ZAR_NOON","South African rand",https://www.bankofcanada.ca/valet/series/IEXE3401
IEXE3101,"KRW_NOON","South Korean won",https://www.bankofcanada.ca/valet/series/IEXE3101
IEXE5501,"LKR_NOON","Sri Lanka rupee",https://www.bankofcanada.ca/valet/series/IEXE5501
IEXE1001,"SEK_NOON","Swedish krona",https://www.bankofcanada.ca/valet/series/IEXE1001
IEXE1101,"CHF_NOON","Swiss franc",https://www.bankofcanada.ca/valet/series/IEXE1101
IEXE3501,"TWD_NOON","Taiwanese new dollar",https://www.bankofcanada.ca/valet/series/IEXE3501
IEXE3601,"THB_NOON","Thai baht",https://www.bankofcanada.ca/valet/series/IEXE3601
IEXE5601,"TTD_NOON","Trinidad and Tobago dollar",https://www.bankofcanada.ca/valet/series/IEXE5601
IEXE5701,"TND_NOON","Tunisian dinar",https://www.bankofcanada.ca/valet/series/IEXE5701
IEXE5802,"TRY_NOON","Turkish lira",https://www.bankofcanada.ca/valet/series/IEXE5802
IEXE6506,"AED_NOON","U.A.E. dirham",https://www.bankofcanada.ca/valet/series/IEXE6506
IEXE1201,"GBP_NOON","U.K. pound sterling",https://www.bankofcanada.ca/valet/series/IEXE1201
IEXE5902,"VEF_NOON","Venezuelan bolivar fuerte",https://www.bankofcanada.ca/valet/series/IEXE5902
IEXE6503,"VND_NOON","Vietnamese dong",https://www.bankofcanada.ca/valet/series/IEXE6503
IEXE0124,"IEXE0124","US/Canada noon 3-month forward points spread",https://www.bankofcanada.ca/valet/series/IEXE0124
IEXE0125,"IEXE0125","US/Canada noon 6-month forward points spread",https://www.bankofcanada.ca/valet/series/IEXE0125
HISTORICAL_CERI,"CERI","Canadian-dollar effective exchange rate index (1992=100)",https://www.bankofcanada.ca/valet/series/HISTORICAL_CERI
HISTORICAL_CERI_XUS,"CERI_XUS","CERI excluding USD",https://www.bankofcanada.ca/valet/series/HISTORICAL_CERI_XUS
IEXE0101_RECIPROCAL,"CAD/USD Noon Rate","U.S. dollar (noon)",https://www.bankofcanada.ca/valet/series/IEXE0101_RECIPROCAL
IEXE0105,"USD_NOON","U.S. dollar noon, 90-day",https://www.bankofcanada.ca/valet/series/IEXE0105
IEXE2702,"ARS_NOON","Argentine peso (local)",https://www.bankofcanada.ca/valet/series/IEXE2702
IEXE3801,"MMK_NOON","Myanmar (Burma) kyat (fixed)",https://www.bankofcanada.ca/valet/series/IEXE3801
IEXE4701,"GHC_NOON","Ghanaian cedi (old)",https://www.bankofcanada.ca/valet/series/IEXE4701
IEXE5901,"VEB_NOON","Venezuelan bolivar",https://www.bankofcanada.ca/valet/series/IEXE5901
IEXE6201,"SKK_NOON","Slovak koruna",https://www.bankofcanada.ca/valet/series/IEXE6201
AVG.INTWO,"Canadian Overnight Repo Rate Average (CORRA) (%)","Canadian Overnight Repo Rate Average (CORRA) (%)",https://www.bankofcanada.ca/valet/series/AVG.INTWO
CL.CDN.MOST.1DL,"V39050","Overnight Money Market Financing Rate",https://www.bankofcanada.ca/valet/series/CL.CDN.MOST.1DL
CBC20210,"V39079","Target for the overnight rate",https://www.bankofcanada.ca/valet/series/CBC20210
BA.CDN.30D.MID,"V39068","Bankers' acceptances - 1 Month",https://www.bankofcanada.ca/valet/series/BA.CDN.30D.MID
BA.CDN.90D.MID,"V39071","Bankers' acceptances - 3 month",https://www.bankofcanada.ca/valet/series/BA.CDN.90D.MID
CP.CDN.30D.OPER,"V39072","Prime Corporate Paper Rate - 1 Month",https://www.bankofcanada.ca/valet/series/CP.CDN.30D.OPER
CP.CDN.60D.OPER,"V39073","Prime Corporate Paper Rate - 2 Month",https://www.bankofcanada.ca/valet/series/CP.CDN.60D.OPER
CP.CDN.90D.OPER,"V39074","Prime Corporate Paper Rate - 3 Month",https://www.bankofcanada.ca/valet/series/CP.CDN.90D.OPER
TB.CDN.30D.MID,"V39063","Treasury bills - 1 month",https://www.bankofcanada.ca/valet/series/TB.CDN.30D.MID
TB.CDN.60D.MID,"V39064","Treasury bills - 2 month",https://www.bankofcanada.ca/valet/series/TB.CDN.60D.MID
TB.CDN.90D.MID,"V39065","Treasury bills - 3 month",https://www.bankofcanada.ca/valet/series/TB.CDN.90D.MID
TB.CDN.180D.MID,"V39066","Treasury bills - 6 month",https://www.bankofcanada.ca/valet/series/TB.CDN.180D.MID
TB.CDN.1Y.MID,"V39067","Treasury bills - 1 year",https://www.bankofcanada.ca/valet/series/TB.CDN.1Y.MID
BR.CDN,"STATIC_BANKRATE","Bank Rate",https://www.bankofcanada.ca/valet/series/BR.CDN
B114039,"STATIC_TARGETRATE","Target Rate",https://www.bankofcanada.ca/valet/series/B114039
CDN.AVG.1YTO3Y.AVG,"1 to 3 year","Government of Canada marketable bonds - Average yield",https://www.bankofcanada.ca/valet/series/CDN.AVG.1YTO3Y.AVG
CDN.AVG.3YTO5Y.AVG,"3 to 5 year","Government of Canada marketable bonds - Average yield",https://www.bankofcanada.ca/valet/series/CDN.AVG.3YTO5Y.AVG
CDN.AVG.5YTO10Y.AVG,"5 to 10 year","Government of Canada marketable bonds - Average yield",https://www.bankofcanada.ca/valet/series/CDN.AVG.5YTO10Y.AVG
CDN.AVG.OVER.10.AVG,"Over 10 years","Government of Canada marketable bonds - Average yield",https://www.bankofcanada.ca/valet/series/CDN.AVG.OVER.10.AVG
BD.CDN.2YR.DQ.YLD,"2 year","Government of Canada benchmark bond yields",https://www.bankofcanada.ca/valet/series/BD.CDN.2YR.DQ.YLD
BD.CDN.3YR.DQ.YLD,"3 year","Government of Canada benchmark bond yields",https://www.bankofcanada.ca/valet/series/BD.CDN.3YR.DQ.YLD
BD.CDN.5YR.DQ.YLD,"5 year","Government of Canada benchmark bond yields",https://www.bankofcanada.ca/valet/series/BD.CDN.5YR.DQ.YLD
BD.CDN.7YR.DQ.YLD,"7 year","Government of Canada benchmark bond yields",https://www.bankofcanada.ca/valet/series/BD.CDN.7YR.DQ.YLD
BD.CDN.10YR.DQ.YLD,"10 year","Government of Canada benchmark bond yields",https://www.bankofcanada.ca/valet/series/BD.CDN.10YR.DQ.YLD
BD.CDN.LONG.DQ.YLD,"Long-term","Government of Canada benchmark bond yields",https://www.bankofcanada.ca/valet/series/BD.CDN.LONG.DQ.YLD
BD.CDN.RRB.DQ.YLD,"Long-term","Real return bond",https://www.bankofcanada.ca/valet/series/BD.CDN.RRB.DQ.YLD
EUROCAM01,"EUR","European Euro",https://www.bankofcanada.ca/valet/series/EUROCAM01
IEXM0101,"USD","U.S. dollar (noon)",https://www.bankofcanada.ca/valet/series/IEXM0101
IEXM0301,"DKK","Danish krone",https://www.bankofcanada.ca/valet/series/IEXM0301
IEXM0701,"JPY","Japanese yen",https://www.bankofcanada.ca/valet/series/IEXM0701
IEXM0901,"NOK","Norwegian krone",https://www.bankofcanada.ca/valet/series/IEXM0901
IEXM1001,"SEK","Swedish krona",https://www.bankofcanada.ca/valet/series/IEXM1001
IEXM1101,"CHF","Swiss franc",https://www.bankofcanada.ca/valet/series/IEXM1101
IEXM1201,"GBP","U.K. pound sterling",https://www.bankofcanada.ca/valet/series/IEXM1201
IEXM1401,"HKD","Hong Kong dollar",https://www.bankofcanada.ca/valet/series/IEXM1401
IEXM1601,"AUD","Australian dollar",https://www.bankofcanada.ca/valet/series/IEXM1601
IEXM1901,"NZD","New Zealand dollar",https://www.bankofcanada.ca/valet/series/IEXM1901
IEXM2001,"MXN","Mexican peso",https://www.bankofcanada.ca/valet/series/IEXM2001
IEXM2101,"RUB","Russian ruble",https://www.bankofcanada.ca/valet/series/IEXM2101
IEXM2201,"CNY","Chinese renminbi",https://www.bankofcanada.ca/valet/series/IEXM2201
IEXM2301,"CZK","Czech Republic koruna",https://www.bankofcanada.ca/valet/series/IEXM2301
IEXM2401,"PLN","Polish zloty",https://www.bankofcanada.ca/valet/series/IEXM2401
IEXM2501,"HUF","Hungarian forint",https://www.bankofcanada.ca/valet/series/IEXM2501
IEXM2601,"IDR","Indonesian rupiah",https://www.bankofcanada.ca/valet/series/IEXM2601
IEXM2702,"ARS","Argentine peso (local)",https://www.bankofcanada.ca/valet/series/IEXM2702
IEXM2703,"ARS","Argentine peso",https://www.bankofcanada.ca/valet/series/IEXM2703
IEXM2801,"BRL","Brazilian real",https://www.bankofcanada.ca/valet/series/IEXM2801
IEXM2901,"CLP","Chilean peso",https://www.bankofcanada.ca/valet/series/IEXM2901
IEXM3001,"INR","Indian rupee",https://www.bankofcanada.ca/valet/series/IEXM3001
IEXM3101,"KRW","South Korean won",https://www.bankofcanada.ca/valet/series/IEXM3101
IEXM3201,"MYR","Malaysian ringgit",https://www.bankofcanada.ca/valet/series/IEXM3201
IEXM3301,"PHP","Philippine peso",https://www.bankofcanada.ca/valet/series/IEXM3301
IEXM3401,"ZAR","South African rand",https://www.bankofcanada.ca/valet/series/IEXM3401
IEXM3501,"TWD","Taiwanese new dollar",https://www.bankofcanada.ca/valet/series/IEXM3501
IEXM3601,"THB","Thai baht",https://www.bankofcanada.ca/valet/series/IEXM3601
IEXM3701,"SGD","Singapore dollar",https://www.bankofcanada.ca/valet/series/IEXM3701
IEXM3801,"MMK","Myanmar (Burma) kyat (fixed)",https://www.bankofcanada.ca/valet/series/IEXM3801
IEXM3802,"MMK","Myanmar (Burma) kyat (floating)",https://www.bankofcanada.ca/valet/series/IEXM3802
IEXM3901,"COP","Colombian peso",https://www.bankofcanada.ca/valet/series/IEXM3901
IEXM4001,"XCD","East Caribbean dollar",https://www.bankofcanada.ca/valet/series/IEXM4001
IEXM4101,"FJD","Fiji dollar",https://www.bankofcanada.ca/valet/series/IEXM4101
IEXM4301,"HNL","Honduran lempira",https://www.bankofcanada.ca/valet/series/IEXM4301
IEXM4401,"ISK","Icelandic krona",https://www.bankofcanada.ca/valet/series/IEXM4401
IEXM4501,"XAF","CFA franc",https://www.bankofcanada.ca/valet/series/IEXM4501
IEXM4601,"XPF","CFP franc",https://www.bankofcanada.ca/valet/series/IEXM4601
IEXM4701,"GHC","Ghanaian cedi (old)",https://www.bankofcanada.ca/valet/series/IEXM4701
IEXM4702,"GHS","Ghanaian cedi ",https://www.bankofcanada.ca/valet/series/IEXM4702
IEXM4801,"MAD","Moroccan dirham",https://www.bankofcanada.ca/valet/series/IEXM4801
IEXM4901,"ANG","Neth. Antilles guilder",https://www.bankofcanada.ca/valet/series/IEXM4901
IEXM5001,"PKR","Pakistan rupee",https://www.bankofcanada.ca/valet/series/IEXM5001
IEXM5101,"PAB","Panamanian balboa",https://www.bankofcanada.ca/valet/series/IEXM5101
IEXM5201,"PEN","Peruvian new sol",https://www.bankofcanada.ca/valet/series/IEXM5201
IEXM5301,"ILS","Israeli new shekel",https://www.bankofcanada.ca/valet/series/IEXM5301
IEXM5501,"LKR","Sri Lanka rupee",https://www.bankofcanada.ca/valet/series/IEXM5501
IEXM5601,"TTD","Trinidad & Tobago dollar",https://www.bankofcanada.ca/valet/series/IEXM5601
IEXM5701,"TND","Tunisian dinar",https://www.bankofcanada.ca/valet/series/IEXM5701
IEXM5802,"TRY","Turkish lira",https://www.bankofcanada.ca/valet/series/IEXM5802
IEXM5901,"VEB","Venezuelan bolivar",https://www.bankofcanada.ca/valet/series/IEXM5901
IEXM5902,"VEF","Venezuelan bolivar fuerte",https://www.bankofcanada.ca/valet/series/IEXM5902
IEXM6001,"BSD","Bahamian dollar",https://www.bankofcanada.ca/valet/series/IEXM6001
IEXM6101,"HRK","Croatian kuna",https://www.bankofcanada.ca/valet/series/IEXM6101
IEXM6201,"SKK","Slovak koruna",https://www.bankofcanada.ca/valet/series/IEXM6201
IEXM6301,"SIT","Slovenian tolar",https://www.bankofcanada.ca/valet/series/IEXM6301
IEXM6401,"JMD","Jamaican dollar",https://www.bankofcanada.ca/valet/series/IEXM6401
IEXM6501,"GTQ","Guatemalan quetzal",https://www.bankofcanada.ca/valet/series/IEXM6501
IEXM6503,"VND","Vietnamese dong",https://www.bankofcanada.ca/valet/series/IEXM6503
IEXM6504,"RSD","Serbian dinar",https://www.bankofcanada.ca/valet/series/IEXM6504
IEXM6505,"RON","Romanian new leu",https://www.bankofcanada.ca/valet/series/IEXM6505
IEXM6506,"AED","U.A.E. dirham",https://www.bankofcanada.ca/valet/series/IEXM6506
A.BCPI,"Annual BCPI Total","Annual Bank of Canada commodity price index - Total",https://www.bankofcanada.ca/valet/series/A.BCPI
A.BCNE,"Annual BCPI Excluding Energy","Annual Bank of Canada commodity price index - Excluding Energy",https://www.bankofcanada.ca/valet/series/A.BCNE
A.ENER,"Annual BCPI Energy","Annual Bank of Canada commodity price index - Energy",https://www.bankofcanada.ca/valet/series/A.ENER
A.MTLS,"Annual BCPI Metals and Minerals","Annual Bank of Canada commodity price index - Metals and Minerals",https://www.bankofcanada.ca/valet/series/A.MTLS
A.FOPR,"Annual BCPI Forestry","Annual Bank of Canada commodity price index - Forestry",https://www.bankofcanada.ca/valet/series/A.FOPR
A.AGRI,"Annual BCPI Agriculture","Annual Bank of Canada commodity price index - Agriculture",https://www.bankofcanada.ca/valet/series/A.AGRI
A.FISH,"Annual BCPI Fish","Annual Bank of Canada commodity price index - Fish",https://www.bankofcanada.ca/valet/series/A.FISH
M.BCPI,"Monthly BCPI Total - v52673496","Monthly Bank of Canada commodity price index - Total",https://www.bankofcanada.ca/valet/series/M.BCPI
M.BCNE,"Monthly BCPI Excluding Energy - v52673497","Monthly Bank of Canada commodity price index - Excluding Energy",https://www.bankofcanada.ca/valet/series/M.BCNE
M.ENER,"Monthly BCPI Energy - v52673498","Monthly Bank of Canada commodity price index - Energy",https://www.bankofcanada.ca/valet/series/M.ENER
M.MTLS,"Monthly BCPI Metals and Minerals - v52673499","Monthly Bank of Canada commodity price index - Metals and Minerals",https://www.bankofcanada.ca/valet/series/M.MTLS
M.FOPR,"Monthly BCPI Forestry - v52673502","Monthly Bank of Canada commodity price index - Forestry",https://www.bankofcanada.ca/valet/series/M.FOPR
M.AGRI,"Monthly BCPI Agriculture - v52673500","Monthly Bank of Canada commodity price index - Agriculture",https://www.bankofcanada.ca/valet/series/M.AGRI
M.FISH,"Monthly BCPI Fish - v52673501","Monthly Bank of Canada commodity price index - Fish",https://www.bankofcanada.ca/valet/series/M.FISH
W.BCPI,"Weekly BCPI Total - v52673503","Weekly Bank of Canada commodity price index - Total",https://www.bankofcanada.ca/valet/series/W.BCPI
W.BCNE,"Weekly BCPI Excluding Energy - v52673504","Weekly Bank of Canada commodity price index - Excluding Energy",https://www.bankofcanada.ca/valet/series/W.BCNE
W.ENER,"Weekly BCPI Energy - v52673505","Weekly Bank of Canada commodity price index - Energy",https://www.bankofcanada.ca/valet/series/W.ENER
W.MTLS,"Weekly BCPI Metals and Minerals - v52673506","Weekly Bank of Canada commodity price index - Metals and Minerals",https://www.bankofcanada.ca/valet/series/W.MTLS
W.FOPR,"Weekly BCPI Forestry - v52673509","Weekly Bank of Canada commodity price index - Forestry",https://www.bankofcanada.ca/valet/series/W.FOPR
W.AGRI,"Weekly BCPI Agriculture - v52673507","Weekly Bank of Canada commodity price index - Agriculture",https://www.bankofcanada.ca/valet/series/W.AGRI
W.FISH,"Weekly BCPI Fish - v52673508","Weekly Bank of Canada commodity price index - Fish",https://www.bankofcanada.ca/valet/series/W.FISH
REF_CPI_DATE,"Real Return Bonds - Ref CPI","Real Return Bonds - Ref CPI",https://www.bankofcanada.ca/valet/series/REF_CPI_DATE
INDEX_RATIO_2021,"Real Return Bonds - Index ratio 2021","Real Return Bonds - Index ratio 2021",https://www.bankofcanada.ca/valet/series/INDEX_RATIO_2021
INDEX_RATIO_2026,"Real Return Bonds - Index ratio 2026","Real Return Bonds - Index ratio 2026",https://www.bankofcanada.ca/valet/series/INDEX_RATIO_2026
INDEX_RATIO_2031,"Real Return Bonds - Index ratio 2031","Real Return Bonds - Index ratio 2031",https://www.bankofcanada.ca/valet/series/INDEX_RATIO_2031
INDEX_RATIO_2036,"Real Return Bonds - Index ratio 2036","Real Return Bonds - Index ratio 2036",https://www.bankofcanada.ca/valet/series/INDEX_RATIO_2036
INDEX_RATIO_2041,"Real Return Bonds - Index ratio 2041","Real Return Bonds - Index ratio 2041",https://www.bankofcanada.ca/valet/series/INDEX_RATIO_2041
INDEX_RATIO_2044,"Real Return Bonds - Index ratio 2044","Real Return Bonds - Index ratio 2044",https://www.bankofcanada.ca/valet/series/INDEX_RATIO_2044
INDEX_RATIO_2047,"Real Return Bonds - Index ratio 2047","Real Return Bonds - Index ratio 2047",https://www.bankofcanada.ca/valet/series/INDEX_RATIO_2047
EUROCAA01,"STATIC_XAVG_A_EUROCAE01","European Euro",https://www.bankofcanada.ca/valet/series/EUROCAA01
IEXA0101,"STATIC_XAVG_A_IEXE0101","U.S. dollar (noon)",https://www.bankofcanada.ca/valet/series/IEXA0101
IEXA0201,"STATIC_XAVG_A_IEXE0201","Belgian franc",https://www.bankofcanada.ca/valet/series/IEXA0201
IEXA0301,"STATIC_XAVG_A_IEXE0301","Danish krone",https://www.bankofcanada.ca/valet/series/IEXA0301
IEXA0401,"STATIC_XAVG_A_IEXE0401","French franc",https://www.bankofcanada.ca/valet/series/IEXA0401
IEXA0501,"STATIC_XAVG_A_IEXE0501","German deutsche mark",https://www.bankofcanada.ca/valet/series/IEXA0501
IEXA0601,"STATIC_XAVG_A_IEXE0601","Italian lira",https://www.bankofcanada.ca/valet/series/IEXA0601
IEXA0701,"STATIC_XAVG_A_IEXE0701","Japanese yen",https://www.bankofcanada.ca/valet/series/IEXA0701
IEXA0801,"STATIC_XAVG_A_IEXE0801","Netherlands guilder",https://www.bankofcanada.ca/valet/series/IEXA0801
IEXA0901,"STATIC_XAVG_A_IEXE0901","Norwegian krone",https://www.bankofcanada.ca/valet/series/IEXA0901
IEXA1001,"STATIC_XAVG_A_IEXE1001","Swedish krona",https://www.bankofcanada.ca/valet/series/IEXA1001
IEXA1101,"STATIC_XAVG_A_IEXE1101","Swiss franc",https://www.bankofcanada.ca/valet/series/IEXA1101
IEXA1201,"STATIC_XAVG_A_IEXE1201","U.K. pound sterling",https://www.bankofcanada.ca/valet/series/IEXA1201
IEXA1301,"STATIC_XAVG_A_IEXE1301","Irish pound",https://www.bankofcanada.ca/valet/series/IEXA1301
IEXA1401,"STATIC_XAVG_A_IEXE1401","Hong Kong dollar",https://www.bankofcanada.ca/valet/series/IEXA1401
IEXA1501,"STATIC_XAVG_A_IEXE1501","Austrian schilling",https://www.bankofcanada.ca/valet/series/IEXA1501
IEXA1601,"STATIC_XAVG_A_IEXE1601","Australian dollar",https://www.bankofcanada.ca/valet/series/IEXA1601
IEXA1701,"STATIC_XAVG_A_IEXE1701","Finnish markka",https://www.bankofcanada.ca/valet/series/IEXA1701
IEXA1801,"STATIC_XAVG_A_IEXE1801","Spanish peseta",https://www.bankofcanada.ca/valet/series/IEXA1801
IEXA1901,"STATIC_XAVG_A_IEXE1901","New Zealand dollar",https://www.bankofcanada.ca/valet/series/IEXA1901
IEXA2001,"STATIC_XAVG_A_IEXE2001","Mexican peso",https://www.bankofcanada.ca/valet/series/IEXA2001
IEXA2101,"STATIC_XAVG_A_IEXE2101","Russian ruble",https://www.bankofcanada.ca/valet/series/IEXA2101
IEXA2201,"STATIC_XAVG_A_IEXE2201","Chinese renminbi",https://www.bankofcanada.ca/valet/series/IEXA2201
IEXA2301,"STATIC_XAVG_A_IEXE2301","Czech Republic koruna",https://www.bankofcanada.ca/valet/series/IEXA2301
IEXA2401,"STATIC_XAVG_A_IEXE2401","Polish zloty",https://www.bankofcanada.ca/valet/series/IEXA2401
IEXA2501,"STATIC_XAVG_A_IEXE2501","Hungarian forint",https://www.bankofcanada.ca/valet/series/IEXA2501
IEXA2601,"STATIC_XAVG_A_IEXE2601","Indonesian rupiah",https://www.bankofcanada.ca/valet/series/IEXA2601
IEXA2701,"STATIC_XAVG_A_IEXE2701","Argentine peso (fixed rate)",https://www.bankofcanada.ca/valet/series/IEXA2701
IEXA2702,"STATIC_XAVG_A_IEXE2702","Argentine peso (local)",https://www.bankofcanada.ca/valet/series/IEXA2702
IEXA2703,"STATIC_XAVG_A_IEXE2703","Argentine peso",https://www.bankofcanada.ca/valet/series/IEXA2703
IEXA2801,"STATIC_XAVG_A_IEXE2801","Brazilian real",https://www.bankofcanada.ca/valet/series/IEXA2801
IEXA2901,"STATIC_XAVG_A_IEXE2901","Chilean peso",https://www.bankofcanada.ca/valet/series/IEXA2901
IEXA3001,"STATIC_XAVG_A_IEXE3001","Indian rupee",https://www.bankofcanada.ca/valet/series/IEXA3001
IEXA3101,"STATIC_XAVG_A_IEXE3101","South Korean won",https://www.bankofcanada.ca/valet/series/IEXA3101
IEXA3201,"STATIC_XAVG_A_IEXE3201","Malaysian ringgit",https://www.bankofcanada.ca/valet/series/IEXA3201
IEXA3301,"STATIC_XAVG_A_IEXE3301","Philippine peso",https://www.bankofcanada.ca/valet/series/IEXA3301
IEXA3401,"STATIC_XAVG_A_IEXE3401","South African rand",https://www.bankofcanada.ca/valet/series/IEXA3401
IEXA3501,"STATIC_XAVG_A_IEXE3501","Taiwanese new dollar",https://www.bankofcanada.ca/valet/series/IEXA3501
IEXA3601,"STATIC_XAVG_A_IEXE3601","Thai baht",https://www.bankofcanada.ca/valet/series/IEXA3601
IEXA3701,"STATIC_XAVG_A_IEXE3701","Singapore dollar",https://www.bankofcanada.ca/valet/series/IEXA3701
IEXA3801,"STATIC_XAVG_A_IEXE3801","Myanmar (Burma) kyat (fixed)",https://www.bankofcanada.ca/valet/series/IEXA3801
